title,link,location,original_price,price,end_date
"Ticket to My Mother's Italian, My Father's Jewish",https://www.livingsocial.com/events/1649796-ticket-to-my-mother-s-italian-my-father-s-jewish,"Burbank, CA", 71,49,Apr 26 - Jun 24
"Ticket to ""My Son the Waiter, A Jewish Tragedy!""",https://www.livingsocial.com/events/1649634-ticket-to-my-son-the-waiter-a-jewish-tragedy,"Huntington Beach, CA", 71,49,Apr 20 - May 13
Therapeutic Massage By Nicole Chavez,https://www.livingsocial.com/deals/1649584-swedish-or-deep-tissue-massage,"Bakersfield, CA", 80,39,
Frankie Ballard on April 5 at 7 p.m.,https://www.livingsocial.com/events/2009480-gl-frankie-ballard-15,"Anaheim, CA", 34,22,use by Apr  2
Berlin and The Motels on April 21 at 7:30 p.m.,https://www.livingsocial.com/events/2009450-gl-berlin-w-the-motels,"Anaheim, CA", 36,18,use by Apr 10
Apsara Esthetiques,https://www.livingsocial.com/deals/1649322-1-2-or-3-brazilian-waxes,"Long Beach, CA", 60,29,
Glam Boutique Spa,https://www.livingsocial.com/deals/1649292-custom-airbrush-spray-tans,"Los Angeles, CA", 50,29,
Laser Creations,https://www.livingsocial.com/deals/1649212-facials-at-laser-creations-with-lisa-and-nena,"Simi Valley, CA", 90,45,
DermaSugar,https://www.livingsocial.com/deals/1649200-sugaring-or-skincare-package,"Newport Beach, CA", 75,39,
"The Sweet Spot San Diego: Make It Rain Edition (Burlesque Variety Show) on Saturday, April 22, at 7 p.m.",https://www.livingsocial.com/events/2008574-gl-the-sweet-spot-san-diego-make-it-rain-edition-1,Multiple Locations, 22,12,use by Apr 21
Flats Body Contouring,https://www.livingsocial.com/deals/1649062-lipo-light-sessions-at-flats-body-contouring,"Brea, CA", 540,159,
"""Fifty Shades of Men, Cuffs 'N Collars The Show"" on Saturday, May 20, at 8 p.m.",https://www.livingsocial.com/events/2008474-gl-fifty-shades-of-men-xalos,"Anahiem, CA", 25,13,use by May 19
Skyline Chiropractic,https://www.livingsocial.com/deals/1648768-chiropractic-package,Multiple Locations, 470,29,
Ticket to The Jack of Hearts Band Concert,https://www.livingsocial.com/events/1648732-ticket-to-the-jack-of-hearts-band-concert,"Hermosa Beach, CA", 10,5,use by May 18
Ticket for Taylor Made Tribute Concert,https://www.livingsocial.com/events/1648728-ticket-for-taylor-made-tribute-concert,"Agoura Hills, CA", 24,15,use by May 14
Ticket for the Reluctant Apostles Concert,https://www.livingsocial.com/events/1648722-ticket-for-the-reluctant-apostles-concert,"Pasadena, CA", 29,18,use by May 13
Ticket to the Reluctant Apostles Concert,https://www.livingsocial.com/events/1648718-ticket-to-the-reluctant-apostles-concert,"Agoura Hills, CA", 29,18,use by May 12
Ticket to the Reluctant Apostles,https://www.livingsocial.com/events/1648716-ticket-to-the-reluctant-apostles,"Hermosa Beach, CA", 20,10,use by May 11
Ticket for Greg Behrendt Stand-Up,https://www.livingsocial.com/events/1648714-ticket-for-greg-behrendt-stand-up,"Ontario, CA", 20,10,use by May 10
"6""x8"" Leather Daily Planner",https://www.livingsocial.com/deals/1648616-6-x8-leather-daily-planner,, 50,11,
Calico Canvas,https://www.livingsocial.com/deals/1648594-3-introductory-oil-painting-classes,"Woodland Hills, CA", 120,59,
A-List Fit,https://www.livingsocial.com/deals/1648582-5-weeks-of-boot-camp-at-a-list-fit,Los Angeles Area, 95,17,
"Ticket to ""Britain's Finest""",https://www.livingsocial.com/events/1648562-ticket-to-britain-s-finest,"Agoura Hills, CA", 24,15,use by Apr 22
Ticket for D-Styles and Melo-D Concert,https://www.livingsocial.com/events/1648536-ticket-for-d-styles-and-melo-d-concert,"Carson, CA", 10,5,use by Apr 13
Cosmetic Surgery and Laser Center,https://www.livingsocial.com/deals/1648504-3-laser-hair-removal-treatments,"Cerritos, CA", 150,75,
Edan Ezer Salon,https://www.livingsocial.com/deals/1648390-brazilian-blowout-and-haircut-at-edan-ezer-salon,"Los Angeles, CA", 375,85,
Custom Dog Bowl,https://www.livingsocial.com/deals/1648382-custom-dog-bowl,, 50,15,
Newport Landing,https://www.livingsocial.com/deals/1648328-whale-watching-cruise-for-1-or-2,"Newport Beach, CA", 41,14,
Freelance Ocean Tours,https://www.livingsocial.com/deals/1648324-2-5-hour-whale-watching-cruise-for-1-or-2-people,"Newport Beach, CA", 36,10,
Ocean Explorer Cruises,https://www.livingsocial.com/deals/1648322-sunset-cruise-and-a-drink-for-1-or-2-people,"Newport Beach, CA", 30,11,
Ticket to Classical Concerts,https://www.livingsocial.com/events/1648312-ticket-to-classical-concerts,"Santa Monica, CA", 56,25,use by May  4
Personalized Photo Sherpa Blanket,https://www.livingsocial.com/deals/1648272-personalized-photo-sherpa-blanket,, 160,52,
Ticket for Joe Hertler & the Rainbow Seekers,https://www.livingsocial.com/events/1648264-ticket-for-joe-hertler-the-rainbow-seekers,"Los Angeles, CA", 12,9,use by Apr 20
Personalized Leather Money Clip,https://www.livingsocial.com/deals/1648220-personalized-leather-money-clip,, 68,24,
Silver Monogram Leather Choker Necklace,https://www.livingsocial.com/deals/1648218-silver-monogram-leather-choker-necklace,, 70,14,
Game Design and Development Training,https://www.livingsocial.com/deals/1648216-game-design-and-development-training,, 599,29,
1-Year Subscription to Clean Eating Magazine,https://www.livingsocial.com/deals/1648212-1-year-subscription-to-clean-eating-magazine,, 25,12,
1-Year Subscription to Yoga Journal,https://www.livingsocial.com/deals/1648210-1-year-subscription-to-yoga-journal,, 14,7,
Wellness Dental Center,https://www.livingsocial.com/deals/1648168-comprehensive-dental-exam-with-x-ray-and-cleaning,"Thousand Oaks, CA", 300,40,
Custom Epoxy Coatings,https://www.livingsocial.com/deals/1648166-epoxy-garage-flooring-up-to-300-square-feet,Los Angeles Area, 1200,369,
Personalized Cutting Board,https://www.livingsocial.com/deals/1648156-personalized-cutting-board,, 60,19,
Dr. Turek's Wellness Center,https://www.livingsocial.com/deals/1648146-facial-and-eye-treatment-hair-wax-or-lipo-sesh,"Mission Viejo, CA", 80,45,
Big Data and Hadoop Certification Bundle,https://www.livingsocial.com/deals/1647930-big-data-and-hadoop-certification-bundle,, 799,79,
Ticket to Metalachi,https://www.livingsocial.com/events/1647920-ticket-to-metalachi,"Beverly Hills, CA", 25,15,use by Jun  8
Royal Threading & Hair Salon,https://www.livingsocial.com/deals/1647900-1-or-3-brazlian-waxes,"Huntington Beach, CA", 50,23,
Champion Skin and Wellness,https://www.livingsocial.com/deals/1647880-deep-cleansing-facials-at-champion-skin-wellness,"Lake Forest, CA", 70,39,
"Ticket to ""Punk Rock""",https://www.livingsocial.com/events/1647866-ticket-to-punk-rock,"Los Angeles, CA", 10,5,use by May 14
Ticket to Richard O'Neill Concert,https://www.livingsocial.com/events/1647850-ticket-to-richard-o-neill-concert,"Santa Monica, CA", 35,20,use by Apr 29
Ticket to Metalachia,https://www.livingsocial.com/events/1647832-ticket-to-metalachia,"Agoura Hills, CA", 25,20,use by Apr 27
My Smile Dental Care,https://www.livingsocial.com/deals/1647802-dental-services-at-my-smile-dental-care,"Anaheim, CA", 380,50,
"Douglas Moir, C.Ht. Hypnotherapy",https://www.livingsocial.com/deals/1647728-90-minute-hypnotherapy-session,"Long Beach, CA", 110,55,
Fusion Of Beauty,https://www.livingsocial.com/deals/1647676-30-minute-anti-aging-endermologie-facials,"Los Angeles, CA", 150,45,
Bella Sol Med Spa,https://www.livingsocial.com/deals/1647640-1-or-3-microdermabrasions-or-chemical-peels,"Chino, CA", 110,49,
ADI Electrical Services,https://www.livingsocial.com/deals/1647608-outdoor-electrical-box-installation,Los Angeles Area, 180,89,
Nails by Priscilla,https://www.livingsocial.com/deals/1647516-half-set-or-full-set-of-mink-eyelash-extensions,"Costa Mesa, CA", 90,40,
Princess Hair and Nails Spa,https://www.livingsocial.com/deals/1647356-eyebrow-microblading-session,"Santa Ana, CA", 600,250,
Better Living Yoga,https://www.livingsocial.com/deals/1647344-10-class-pass-or-1-month-unlimited-classes,"Aliso Viejo, CA", 180,49,
Kick It Up,https://www.livingsocial.com/deals/1647338-fitness-or-theater-classes-at-kick-it-up,"Long Beach, CA", 150,29,
Airoshinuga,https://www.livingsocial.com/deals/1647328-30-minute-scenic-flight-tour-with-wine-tasting,"Murrieta, CA", 630,249,
Skin Sanctuary LA,https://www.livingsocial.com/deals/1647206-brazilian-wax-with-cirepil-hard-wax,"LOS ANGELES, CA", 55,25,
PMP Project Management Online Course,https://www.livingsocial.com/deals/1647192-pmp-project-management-online-course,, 199,19,
Parrot Video Services,https://www.livingsocial.com/deals/1647172-3-or-6-videotapes-transferred-to-dvds,"San Juan Capistrano, CA", 174,38,
Newport Fun Charters,https://www.livingsocial.com/deals/1647094-st-patty-s-day-cruise-with-drink,"Newport Beach, CA", 65,22,
Badfish: A Tribute To Sublime on April 6 at 9 p.m.,https://www.livingsocial.com/events/2007300-gl-badfish-tribute-to-sublime-2,"Anaheim, CA", 29,14,use by Apr 26
Psychic Astrologer Jennifer Stone,https://www.livingsocial.com/deals/1647056-one-30-minute-psychic-reading-by-phone,"Hermosa Beach, CA", 75,39,
Ocean Explorer Cruises,https://www.livingsocial.com/deals/1647054-2-5-hour-whale-watching-cruise-for-1-or-2-people,"Newport Beach, CA", 36,14,
Glam Boutique Spa,https://www.livingsocial.com/deals/1647038-custom-airbrush-spray-tan,"Woodland Hills, CA", 50,29,
The Placentia Hub,https://www.livingsocial.com/deals/1646952-5-10-or-a-month-of-unlimited-classes,"Placentia, CA", 42,21,
The Hair Loft / Sensory Cuts,https://www.livingsocial.com/deals/1646822-hair-care-packages-at-the-hair-loft-sensory-cuts,"Fullerton, CA", 40,19,
Kimberly's Relaxation Spa,https://www.livingsocial.com/deals/1646728-1-2-or-3-60-minute-hot-stone-massages,"Seal Beach, CA", 80,39,
The Body Sculpting Studio,https://www.livingsocial.com/deals/1646708-cool-sculpting-cryolipolysis-for-one-area,"Valley Village, CA", 750,600,
Skin Gallery,https://www.livingsocial.com/deals/1646704-75-minute-spa-package-with-facial-and-massage,"Granada Hills, CA", 95,47,
Advantage Physical Therapy,https://www.livingsocial.com/deals/1646556-5-yoga-classes-or-1-month-of-unlimited-yoga,"Ventura, CA", 100,39,
Krav Maga Santa Clarita,https://www.livingsocial.com/deals/1646526-krav-maga-kung-fu-or-tai-chi-classes,"Newhall, CA", 129,28,
Shape & Skin Medical Spa & Weight Loss,https://www.livingsocial.com/deals/1646496-20-40-or-60-units-of-botox,"Huntington Beach, CA", 240,125,
Ticket to Blue Öyster Cult,https://www.livingsocial.com/events/1646458-ticket-to-blue-oyster-cult,"Pasadena, CA", 43,25,use by Jul 15
"Ticket to ""Haunted Hollywood Walk of Fame""",https://www.livingsocial.com/events/1646456-ticket-to-haunted-hollywood-walk-of-fame,"Hollywood, CA", 30,10,use by Jun 30
Ticket for Warrant Concert,https://www.livingsocial.com/events/1646446-ticket-for-warrant-concert,"Pasadena, CA", 39,23,use by May 19
The Sugaring Parlor,https://www.livingsocial.com/deals/1646428-1-or-3-brazilian-sugarings,"Lake Forest, CA", 45,22,
Aura Yoga,https://www.livingsocial.com/deals/1646424-5-or-10-yoga-classes,"West Hollywood, CA", 110,29,
Skin Connection,https://www.livingsocial.com/deals/1646414-1-or-2-dermaplane-treatments,"Woodland Hills, CA", 180,89,
Kaza Maza Mediterranean Grill,https://www.livingsocial.com/deals/1646282-hookah-and-drinks-for-2-or-4,"Norco, CA", 23,12,
"BSF Fitness, LLC",https://www.livingsocial.com/deals/1646036-membership-with-a-personal-training-session,"Port Hueneme, CA", 115,40,
"Ticket to ""Big Fish""",https://www.livingsocial.com/events/1645828-ticket-to-big-fish,"Los Angeles, CA", 25,12,use by Apr 16
F45 Training Goldenwest,https://www.livingsocial.com/deals/1645698-25-for-1-month-of-unlimited-trial-membership,"Huntington Beach, CA", 215,25,
Everlasting Beauty,https://www.livingsocial.com/deals/1645654-scalp-micropigmentation-for-up-to-2-or-4-inches,"Costa Mesa, CA", 500,250,
All Clean Service,https://www.livingsocial.com/deals/1645418-3-labor-hours-of-house-cleaning,Los Angeles Area, 225,112,
"Ticket to ""Wonderboy of Hollywoodland""",https://www.livingsocial.com/events/1645414-ticket-to-wonderboy-of-hollywoodland,"Rialto, CA", 15,7,use by May 14
"Ticket for ""Tangled Fairy Tales 2""",https://www.livingsocial.com/events/1645374-ticket-for-tangled-fairy-tales-2,"Santa Monica, CA", 15,7,use by Apr  1
Private Cooking Class for Up to 6 People,https://www.livingsocial.com/events/1645292-private-cooking-class-for-up-to-6-people,Los Angeles Area, 840,480,Apr 22
Beauty Clinic,https://www.livingsocial.com/deals/1645262-glow-facial,"Sherman Oaks, CA", 55,30,
Live Comedy With Jason Love and Friends at Simi Valley Studio Movie Grill on Second Wednesdays,https://www.livingsocial.com/events/2006624-gl-live-comedy-night-at-studio-movie-grill,Multiple Locations, 15,8,use by May  9
Live Comedy with Jason Love and Friends at Westlake Village Twin on First Wednesdays,https://www.livingsocial.com/events/2006620-gl-laugh-out-loud-comedy-nights-5,Multiple Locations, 15,8,use by May  2
Media City Dance,https://www.livingsocial.com/deals/1645102-month-of-4-consecutive-dance-classes,"Burbank, CA", 75,35,
In-Person Life Coach Certification Course,https://www.livingsocial.com/events/1644768-in-person-life-coach-certification-course,"North Hollywood, CA", 2450,399,Jun 26
"Ticket for ""Defending the Caveman""",https://www.livingsocial.com/events/1644590-ticket-for-defending-the-caveman,"La Mirada, CA", 25,15,use by Apr  1
Ticket to The Marshall Tucker Band,https://www.livingsocial.com/events/1644566-ticket-to-the-marshall-tucker-band,"Pasadena, CA", 43,25,use by Oct  8
Ticket to Dave Mason Concert,https://www.livingsocial.com/events/1644562-ticket-to-dave-mason-concert,"Ojai, CA", 33,20,use by Sep 23
Ticket to Tony Hadley Concert,https://www.livingsocial.com/events/1644558-ticket-to-tony-hadley-concert,"Agoura Hills, CA", 43,25,use by Aug 20
"Ticket for ""Beatlemania""",https://www.livingsocial.com/events/1644488-ticket-for-beatlemania,"Ojai, CA", 33,20,use by Aug  5
Ticket for Colin Hay Concert,https://www.livingsocial.com/events/1644486-ticket-for-colin-hay-concert,"Ojai, CA", 33,20,use by Jul 30
Ticket for Berlin Featuring Terri Nunn,https://www.livingsocial.com/events/1644458-ticket-for-berlin-featuring-terri-nunn,"Ojai, CA", 30,18,use by Apr 22
"Ticket to ""Fledgling""",https://www.livingsocial.com/events/1644436-ticket-to-fledgling,"Fullerton, CA", 22,11,use by Apr  9
Hair Elastic Holder Cuff Bracelets,https://www.livingsocial.com/deals/1644426-hair-elastic-holder-cuff-bracelets,, 40,12,
Handmade Teacher Pendant Cuff Bracelets,https://www.livingsocial.com/deals/1644424-handmade-teacher-pendant-cuff-bracelets,, 30,12,
Tapout Fitness,https://www.livingsocial.com/deals/1644396-3-class-pass-with-boxing-gloves,"Woodland Hills, CA", 132,39,
"""The Dinner Detective"" Murder Mystery Theater",https://www.livingsocial.com/events/1644372-the-dinner-detective-murder-mystery-theater,"Thousand Oaks, CA", 92,49,Aug 18
Ticket to Robby Krieger of The Doors,https://www.livingsocial.com/events/1644344-ticket-to-robby-krieger-of-the-doors,"Ojai, CA", 33,20,use by Apr  8
Ticket to Blue Öyster Cult Concert,https://www.livingsocial.com/events/1644340-ticket-to-blue-oyster-cult-concert,"Ojai, CA", 33,20,use by Apr  1
Return To Wellness,https://www.livingsocial.com/deals/1644288-39-for-1-60-minute-swedish-massage,"Temecula, CA", 85,39,
Ticket to Puddles Pity Party,https://www.livingsocial.com/events/1644140-ticket-to-puddles-pity-party,"Agoura Hills, CA", 33,20,use by Apr 28
Monogrammed Plaid Tote,https://www.livingsocial.com/deals/1644108-monogrammed-plaid-tote,, 45,22,
Orange County Fine Art Studio,https://www.livingsocial.com/deals/1643868-byob-canvas-painting-class-for-1-or-2-people,"Santa Ana, CA", 39,19,
All About Kickboxing,https://www.livingsocial.com/deals/1643792-full-month-of-unlimited-kickboxing-classes,"North Hollywood, CA", 150,25,
Air Fresh Chem Dry,https://www.livingsocial.com/deals/1643772-carpet-cleaning-for-3-rooms,"Riverside, CA", 150,57,
Fresh Whittier Dentist,https://www.livingsocial.com/deals/1643702-dental-exam-x-ray-and-cleaning,"Whittier, CA", 59,19,
State Love Tassel Key Chains,https://www.livingsocial.com/deals/1643610-state-love-tassel-key-chains,, 17,5,
Personalized State Love Bangle Bracelet,https://www.livingsocial.com/deals/1643608-personalized-state-love-bangle-bracelet,, 20,7,
Twin Lakes Golf Course,https://www.livingsocial.com/deals/1643580-golf-package-for-2-or-4,"Goleta, CA", 144,79,
Carla Epstein Massage,https://www.livingsocial.com/deals/1643558-one-or-two-60-minute-deep-tissue-massages,"Sierra Madre, CA", 90,49,
DreamSkin Spa,https://www.livingsocial.com/deals/1643448-hydrafacial-or-cherry-enzyme-bionic-oxygen,"Beverly Hills, CA", 175,79,
Ticket to XEB,https://www.livingsocial.com/events/1643274-ticket-to-xeb,"Agoura Hills, CA", 29,18,use by Jun 11
Heather Bauer,https://www.livingsocial.com/deals/1643236-the-food-fix,Los Angeles Area, 97,29,
Ticket to Jean-Luc Ponty Concert,https://www.livingsocial.com/events/1643202-ticket-to-jean-luc-ponty-concert,"Agoura Hills, CA", 43,25,use by Jun  8
Hand-Stamped Initial Family Bangle,https://www.livingsocial.com/deals/1643076-hand-stamped-initial-family-bangle,, 25,9,
Ticket for Mickey Avalon,https://www.livingsocial.com/events/1643066-ticket-for-mickey-avalon,"Agoura Hills, CA", 29,18,use by Apr  8
FW House Cleaning,https://www.livingsocial.com/deals/1642810-2-man-hours-of-express-cleaning,Los Angeles Area, 99,69,
AirPro,https://www.livingsocial.com/deals/1642702-cleaning-of-up-to-10-air-vents-and-a-return,Los Angeles Area, 300,150,
Personalized Acrylic Name Necklace,https://www.livingsocial.com/deals/1642604-personalized-acrylic-name-necklace,, 36,25,
Glowing Royal Sapphire Vintage Necklace,https://www.livingsocial.com/deals/1642602-glowing-royal-sapphire-vintage-necklace,, 225,11,
Framed Canvas Print,https://www.livingsocial.com/deals/1642564-framed-canvas-print,, 75,9,
OC Yacht Charter,https://www.livingsocial.com/deals/1642358-2-hour-romantic-sunset-cruise-for-up-to-6-people,"Newport Beach, CA", 700,349,
Ticket to LA Cupcake Crawl for 1 or 2,https://www.livingsocial.com/events/1642292-ticket-to-la-cupcake-crawl-for-1-or-2,"Beverly Hills, CA", 50,25,use by 2018
Ben's Bootcamp Fitness,https://www.livingsocial.com/deals/1642212-month-of-unlimited-boot-camp-classes,"Reseda, CA", 149,30,
"Ticket to ""Cocktails & Comedy""",https://www.livingsocial.com/events/1642198-ticket-to-cocktails-comedy,"Hollywood, CA", 10,5,use by Jun 22
Ticket to Pasadena Beatz,https://www.livingsocial.com/events/1642144-ticket-to-pasadena-beatz,"Pasadena, CA", 15,11,use by Mar 30
Arthur Murray Dance Studio -Sherman Oaks,https://www.livingsocial.com/deals/1642110-introductory-ballroom-dance-lesson,"Sherman Oaks, CA", 170,39,
OC Muay Thai,https://www.livingsocial.com/deals/1642108-muay-thai-one-month-unlimited-kids-program,"Seal Beach, CA", 150,25,
Bracelet Pursehook,https://www.livingsocial.com/deals/1642026-bracelet-pursehook,, 25,14,
Wedding Planner Course,https://www.livingsocial.com/deals/1642000-wedding-planner-course,, 229,19,
CPR & More,https://www.livingsocial.com/deals/1641970-basic-life-support-basic-cpr-or-first-aid-course,"Rancho Cucamonga, CA", 50,34,
1-Year Subscription to EatingWell Magazine,https://www.livingsocial.com/deals/1641612-1-year-subscription-to-eatingwell-magazine,, 15,5,
San Vicente Cellars,https://www.livingsocial.com/deals/1641610-wine-tasting-for-2-or-4-with-souvenir-glasses,"Westlake Village, CA", 54,31,
1-Year Home Magazine Subscriptions,https://www.livingsocial.com/deals/1641606-1-year-home-magazine-subscriptions,, 10,5,
About The Work,https://www.livingsocial.com/deals/1641580-6-week-acting-class-for-1-person,"Los Angeles, CA", 300,139,
1-Year Subscription to Rachael Ray Every Day,https://www.livingsocial.com/deals/1641562-1-year-subscription-to-rachael-ray-every-day,, 15,5,
1-Year Subscription to Family Fun Magazine,https://www.livingsocial.com/deals/1641538-1-year-subscription-to-family-fun-magazine,, 12,5,
1-Year Subscription to Parents Magazine,https://www.livingsocial.com/deals/1641534-1-year-subscription-to-parents-magazine,, 10,5,
1-Year Subscription to Martha Stewart Weddings,https://www.livingsocial.com/deals/1641532-1-year-subscription-to-martha-stewart-weddings,, 9,5,
SD Livinit,https://www.livingsocial.com/deals/1641458-single-or-tandem-kayak-or-paddleboard-rentals,Los Angeles Area, 45,29,
Set of 2 Emoji Pillows Including Heart and Kissy F,https://www.livingsocial.com/deals/1641398-set-of-2-emoji-pillows-including-heart-and-kissy-f,, 50,11,
Ukulele Course,https://www.livingsocial.com/deals/1641384-ukulele-course,, 199,19,
Ticket to Cubensis Concert,https://www.livingsocial.com/events/1641218-ticket-to-cubensis-concert,"Agoura Hills, CA", 29,18,use by Apr  2
The Pirate Boat Ride,https://www.livingsocial.com/deals/1641052-40-minute-pirate-boat-tour,"Oxnard, CA", 30,17,
Psychic Solutions,https://www.livingsocial.com/deals/1641008-mini-tarot-card-reading,Los Angeles Area, 22,2,
On Location Creations,https://www.livingsocial.com/deals/1640930-90-minute-on-location-family-portrait-session,Los Angeles Area, 400,59,
Aqua Revolution,https://www.livingsocial.com/deals/1640516-flyboarding-for-1-or-2-people,"Rancho Santa Margarita, CA", 225,99,
Santa Barbara Health and Healing Center,https://www.livingsocial.com/deals/1640418-2-acupuncture-sessions,"Santa Barbara, CA", 250,89,
New Image Day Spa,https://www.livingsocial.com/deals/1640344-1-or-3-body-wraps-in-torrance,"Torrance, CA", 35,13,
New Image Day Spa,https://www.livingsocial.com/deals/1640338-rejuvenation-facial-and-collagen-mask,"Torrance, CA", 120,59,
New Image Day Spa,https://www.livingsocial.com/deals/1640334-1-3-or-5-endermologie-body-sessions,"Torrance, CA", 95,45,
New Image Day Spa,https://www.livingsocial.com/deals/1640332-full-face-threading-sessions,"Torrance, CA", 35,15,
Cake Bakeshop,https://www.livingsocial.com/deals/1640096-bakeshop-treats-with-up-to-12-month-membership,"Manhattan Beach, CA", 125,59,
Ticket to Funk Jazz Wednesday's Jonathan Phillips,https://www.livingsocial.com/events/1640006-ticket-to-funk-jazz-wednesday-s-jonathan-phillips,"Pasadena, CA", 20,13,use by Mar 29
Monogrammed Cufflinks,https://www.livingsocial.com/deals/1639744-monogrammed-cufflinks,, 100,15,
Salon Sonal,https://www.livingsocial.com/deals/1639682-brazilian-bikini-wax-in-diamond-bar,"Diamond Bar, CA", 45,19,
WordPress Website and Blog Builder,https://www.livingsocial.com/deals/1639584-wordpress-website-and-blog-builder,, 99,19,
"1-Year Subscription to ""Frozen"" Magazine",https://www.livingsocial.com/deals/1639356-1-year-subscription-to-frozen-magazine,, 29,14,
Subscription to Sparkle World Magazine,https://www.livingsocial.com/deals/1639274-subscription-to-sparkle-world-magazine,, 29,14,
1-Year Subscription to Thomas & Friends Magazine,https://www.livingsocial.com/deals/1639272-1-year-subscription-to-thomas-friends-magazine,, 29,14,
1-Year Kids' Magazine Subscription,https://www.livingsocial.com/deals/1639264-1-year-kids-magazine-subscription,, 29,14,
Golden Key Art,https://www.livingsocial.com/deals/1639134-computer-graphics-or-web-design-class,"Tarzana, CA", 50,25,
Journey of Healing,https://www.livingsocial.com/deals/1639068-10-minute-psychic-consultation,Los Angeles Area, 25,3,
DRS Athletics,https://www.livingsocial.com/deals/1638806-2-weeks-or-month-of-unlimited-crossfit-classes,"Huntington Beach, CA", 220,69,
"Ticket to ""25 Stars On Golden Pond""",https://www.livingsocial.com/events/1638724-ticket-to-25-stars-on-golden-pond,"San Juan Capistrano, CA", 20,10,use by Apr 15
City Dental Group,https://www.livingsocial.com/deals/1638580-dental-checkup-x-rays-scales-and-polish,"Reseda, CA", 250,49,
Unbound Quarterly Subscription Box Lite,https://www.livingsocial.com/deals/1638314-unbound-quarterly-subscription-box-lite,, 40,27,
Turquoise Heart Tennis Bracelet,https://www.livingsocial.com/deals/1638248-turquoise-heart-tennis-bracelet,, 135,9,
Laser Body Works,https://www.livingsocial.com/deals/1638208-laser-body-treatments-and-whole-body-vibration,"Newport Beach, CA", 915,149,
"8.5""x11"" Personalized Photo Wall Calendars",https://www.livingsocial.com/deals/1637856-8-5-x11-personalized-photo-wall-calendars,, 35,6,
Crystal Love Lock Bracelet Set,https://www.livingsocial.com/deals/1637846-crystal-love-lock-bracelet-set,, 40,9,
Personalized Photo Compact Mirror,https://www.livingsocial.com/deals/1637834-personalized-photo-compact-mirror,, 17,5,
Personalized Engraved Wooden Frames,https://www.livingsocial.com/deals/1637828-personalized-engraved-wooden-frames,, 33,19,
Personalized Photo Wooden Serving Tray,https://www.livingsocial.com/deals/1637810-personalized-photo-wooden-serving-tray,, 200,34,
Personalized Drink Coasters,https://www.livingsocial.com/deals/1637808-personalized-drink-coasters,, 28,12,
Antique Carved Peacock Turquoise Necklace,https://www.livingsocial.com/deals/1637712-antique-carved-peacock-turquoise-necklace,, 200,14,
Carry Everything Sports Tote,https://www.livingsocial.com/deals/1637708-carry-everything-sports-tote,, 50,18,
Water Drop Turquoise Necklace Set,https://www.livingsocial.com/deals/1637706-water-drop-turquoise-necklace-set,, 160,13,
Bar Tribe Necklace,https://www.livingsocial.com/deals/1637702-bar-tribe-necklace,, 25,12,
Sterling Silver or Gold Oval Monogram Necklace,https://www.livingsocial.com/deals/1637700-sterling-silver-or-gold-oval-monogram-necklace,, 50,19,
12 Bottles of Mecedora Wine from Chile,https://www.livingsocial.com/deals/1637666-12-bottles-of-mecedora-wine-from-chile,, 299,79,
Personalized Initials Mother Bird Necklace,https://www.livingsocial.com/deals/1637660-personalized-initials-mother-bird-necklace,, 50,19,
Orlando Karaoke Lounge and Restaurant,https://www.livingsocial.com/deals/1637648-20-to-spend-at-orlando-karaoke-lounge,"West Covina, CA", 20,12,
Oval Pendant Necklace,https://www.livingsocial.com/deals/1637620-oval-pendant-necklace,, 44,12,
Initial Pendant Necklace,https://www.livingsocial.com/deals/1637618-initial-pendant-necklace,, 39,12,
Druzy Oval Pendant Necklaces,https://www.livingsocial.com/deals/1637616-druzy-oval-pendant-necklaces,, 44,13,
Chic Cuff Bracelet,https://www.livingsocial.com/deals/1637614-chic-cuff-bracelet,, 42,12,
Long Crystal Lariat Necklace,https://www.livingsocial.com/deals/1637612-long-crystal-lariat-necklace,, 49,13,
Charm State Necklace,https://www.livingsocial.com/deals/1637550-charm-state-necklace,, 25,12,
"Set of 4, 6, or 8 Personalized Coasters",https://www.livingsocial.com/deals/1637514-set-of-4-6-or-8-personalized-coasters,, 40,11,
Lariat Necklace with Infinity Sign & Cross,https://www.livingsocial.com/deals/1637314-lariat-necklace-with-infinity-sign-cross,, 50,24,
Beaded Lariat Necklace with Name Bar,https://www.livingsocial.com/deals/1637312-beaded-lariat-necklace-with-name-bar,, 50,29,
Ticket for Tiffany Concert,https://www.livingsocial.com/events/1637290-ticket-for-tiffany-concert,"Pasadena, CA", 29,18,use by Mar 31
Personalized Wine Stopper,https://www.livingsocial.com/deals/1637286-personalized-wine-stopper,, 20,7,
Ticket for Tiffany Concert,https://www.livingsocial.com/events/1637278-ticket-for-tiffany-concert,"Agoura Hills, CA", 29,18,use by Mar 30
Romance and Dance,https://www.livingsocial.com/deals/1637252-2-5-or-10-pole-dancing-classes,"Victorville, CA", 50,10,
Wine Charm Bangle Bracelet,https://www.livingsocial.com/deals/1637226-wine-charm-bangle-bracelet,, 30,9,
Lariat Necklace with Crystal Ball,https://www.livingsocial.com/deals/1637200-lariat-necklace-with-crystal-ball,, 60,24,
Personalized Fruit and Bread Basket with Liner,https://www.livingsocial.com/deals/1637144-personalized-fruit-and-bread-basket-with-liner,, 30,16,
